# Cycle: 199991, status: ACC
#     Step              Filename       index    vel
         0   009_48831_trajB.xyz          16     -1
         1   009_48831_trajB.xyz          15     -1
         2   009_48831_trajB.xyz          14     -1
         3   009_48831_trajB.xyz          13     -1
         4   009_48831_trajB.xyz          12     -1
         5   009_48831_trajB.xyz          11     -1
         6   009_48831_trajB.xyz          10     -1
         7   009_48831_trajB.xyz           9     -1
         8   009_48831_trajB.xyz           8     -1
         9   009_48831_trajB.xyz           7     -1
        10   009_48831_trajB.xyz           6     -1
        11   009_48831_trajB.xyz           5     -1
        12   009_48831_trajB.xyz           4     -1
        13   009_48831_trajB.xyz           3     -1
        14   009_48831_trajB.xyz           2     -1
        15   009_48831_trajB.xyz           1     -1
        16   009_48831_trajB.xyz           0     -1
        17   009_48832_trajF.xyz           1      1
        18   009_48832_trajF.xyz           2      1
        19   009_48832_trajF.xyz           3      1
        20   009_48832_trajF.xyz           4      1
        21   009_48832_trajF.xyz           5      1
        22   009_48832_trajF.xyz           6      1
        23   009_48832_trajF.xyz           7      1
        24   009_48832_trajF.xyz           8      1
        25   009_48832_trajF.xyz           9      1
        26   009_48832_trajF.xyz          10      1
        27   009_48832_trajF.xyz          11      1
        28   009_48832_trajF.xyz          12      1
        29   009_48832_trajF.xyz          13      1
        30   009_48832_trajF.xyz          14      1
        31   009_48832_trajF.xyz          15      1
        32   009_48832_trajF.xyz          16      1
