# Cycle: 0, status: ACC, move: ('ki', 0, 0, 0)
#     Time       Orderp
         0     0.300583
         1     0.298854
         2     0.297146
         3     0.295826
         4     0.292617
         5     0.291456
         6     0.287788
         7     0.285928
         8     0.282572
         9     0.280048
        10     0.275352
        11     0.273080
        12     0.268299
        13     0.267268
        14     0.264871
        15     0.264182
        16     0.263067
        17     0.264352
        18     0.265008
        19     0.268701
        20     0.270779
        21     0.273615
        22     0.277151
        23     0.280603
        24     0.284226
        25     0.288031
        26     0.290487
        27     0.293181
        28     0.296294
        29     0.298106
        30     0.301246
# Cycle: 1, status: FTL, move: ('sh', 0.26726793907757906, 13, 13)
#     Time       Orderp
         0     0.300506
         1     0.297962
         2     0.296801
         3     0.293998
         4     0.291799
         5     0.289398
         6     0.286538
         7     0.283985
         8     0.280817
         9     0.278309
        10     0.274507
        11     0.272418
        12     0.268351
        13     0.267268
        14     0.264921
        15     0.265316
        16     0.264337
        17     0.266181
        18     0.266649
        19     0.270639
        20     0.272410
        21     0.276658
        22     0.278463
        23     0.282123
        24     0.283794
        25     0.287556
        26     0.289028
        27     0.292265
        28     0.293504
        29     0.295705
        30     0.296578
        31     0.297487
        32     0.297448
        33     0.297344
        34     0.296433
        35     0.295148
        36     0.294088
        37     0.291536
        38     0.290351
        39     0.287359
        40     0.285723
        41     0.282749
        42     0.281210
        43     0.277914
        44     0.276731
        45     0.273184
        46     0.271803
        47     0.269191
        48     0.268568
        49     0.267748
# Cycle: 2, status: BTL, move: ('sh', 0.2988542532082035, 1, 0)
#     Time       Orderp
         0     0.298854
         1     0.297620
         2     0.295952
         3     0.293200
         4     0.290923
         5     0.287408
         6     0.284629
         7     0.282955
         8     0.280946
         9     0.280108
        10     0.279444
        11     0.278231
        12     0.278095
        13     0.278482
        14     0.278777
        15     0.280312
        16     0.280656
        17     0.280725
        18     0.281039
        19     0.281892
        20     0.282471
        21     0.285048
        22     0.286482
        23     0.289431
        24     0.291851
        25     0.294135
        26     0.295332
        27     0.296599
        28     0.296349
        29     0.297287
        30     0.297200
        31     0.296869
        32     0.296621
        33     0.295830
        34     0.295032
        35     0.295573
        36     0.295449
        37     0.296048
        38     0.296378
        39     0.295682
        40     0.294601
        41     0.294069
        42     0.292492
        43     0.292402
        44     0.291613
        45     0.290752
        46     0.289863
        47     0.289281
        48     0.289035
# Cycle: 3, status: BTL, move: ('sh', 0.2926167016183777, 4, 0)
#     Time       Orderp
         0     0.292617
         1     0.291669
         2     0.289119
         3     0.287556
         4     0.285405
         5     0.284234
         6     0.281540
         7     0.279884
         8     0.276889
         9     0.273773
        10     0.270992
        11     0.268459
        12     0.266727
        13     0.266426
        14     0.266470
        15     0.267068
        16     0.268880
        17     0.270097
        18     0.272430
        19     0.274713
        20     0.276527
        21     0.279290
        22     0.282181
        23     0.284438
        24     0.287520
        25     0.289585
        26     0.291004
        27     0.293219
        28     0.294595
        29     0.295954
        30     0.297914
        31     0.298546
        32     0.299167
        33     0.299662
        34     0.299152
# Cycle: 4, status: ACC, move: ('sh', 0.27077884289032617, 20, 17)
#     Time       Orderp
         0     0.300040
         1     0.296757
         2     0.294546
         3     0.290569
         4     0.288072
         5     0.284930
         6     0.282277
         7     0.279441
         8     0.277797
         9     0.274543
        10     0.272910
        11     0.270022
        12     0.268208
        13     0.266294
        14     0.266805
        15     0.266556
        16     0.269073
        17     0.270779
        18     0.273277
        19     0.276285
        20     0.279105
        21     0.281947
        22     0.285254
        23     0.287071
        24     0.289822
        25     0.292113
        26     0.293761
        27     0.296249
        28     0.298334
        29     0.299809
        30     0.301740
# Cycle: 5, status: ACC, move: ('00', 0.27077884289032617, 20, 17)
#     Time       Orderp
         0     0.300040
         1     0.296757
         2     0.294546
         3     0.290569
         4     0.288072
         5     0.284930
         6     0.282277
         7     0.279441
         8     0.277797
         9     0.274543
        10     0.272910
        11     0.270022
        12     0.268208
        13     0.266294
        14     0.266805
        15     0.266556
        16     0.269073
        17     0.270779
        18     0.273277
        19     0.276285
        20     0.279105
        21     0.281947
        22     0.285254
        23     0.287071
        24     0.289822
        25     0.292113
        26     0.293761
        27     0.296249
        28     0.298334
        29     0.299809
