# Cycle: 199960, status: ACC
#     Step              Filename       index    vel
         0   014_48754_trajB.xyz          16     -1
         1   014_48754_trajB.xyz          15     -1
         2   014_48754_trajB.xyz          14     -1
         3   014_48754_trajB.xyz          13     -1
         4   014_48754_trajB.xyz          12     -1
         5   014_48754_trajB.xyz          11     -1
         6   014_48754_trajB.xyz          10     -1
         7   014_48754_trajB.xyz           9     -1
         8   014_48754_trajB.xyz           8     -1
         9   014_48754_trajB.xyz           7     -1
        10   014_48754_trajB.xyz           6     -1
        11   014_48754_trajB.xyz           5     -1
        12   014_48754_trajB.xyz           4     -1
        13   014_48754_trajB.xyz           3     -1
        14   014_48754_trajB.xyz           2     -1
        15   014_48754_trajB.xyz           1     -1
        16   014_48754_trajB.xyz           0     -1
        17   014_48755_trajF.xyz           1      1
        18   014_48755_trajF.xyz           2      1
        19   014_48755_trajF.xyz           3      1
        20   014_48755_trajF.xyz           4      1
        21   014_48755_trajF.xyz           5      1
        22   014_48755_trajF.xyz           6      1
        23   014_48755_trajF.xyz           7      1
        24   014_48755_trajF.xyz           8      1
        25   014_48755_trajF.xyz           9      1
        26   014_48755_trajF.xyz          10      1
        27   014_48755_trajF.xyz          11      1
        28   014_48755_trajF.xyz          12      1
        29   014_48755_trajF.xyz          13      1
        30   014_48755_trajF.xyz          14      1
        31   014_48755_trajF.xyz          15      1
        32   014_48755_trajF.xyz          16      1
        33   014_48755_trajF.xyz          17      1
        34   014_48755_trajF.xyz          18      1
        35   014_48755_trajF.xyz          19      1
        36   014_48755_trajF.xyz          20      1
        37   014_48755_trajF.xyz          21      1
        38   014_48755_trajF.xyz          22      1
        39   014_48755_trajF.xyz          23      1
        40   014_48755_trajF.xyz          24      1
        41   014_48755_trajF.xyz          25      1
        42   014_48755_trajF.xyz          26      1
        43   014_48755_trajF.xyz          27      1
        44   014_48755_trajF.xyz          28      1
        45   014_48755_trajF.xyz          29      1
        46   014_48755_trajF.xyz          30      1
        47   014_48755_trajF.xyz          31      1
        48   014_48755_trajF.xyz          32      1
        49   014_48755_trajF.xyz          33      1
        50   014_48755_trajF.xyz          34      1
        51   014_48755_trajF.xyz          35      1
        52   014_48755_trajF.xyz          36      1
        53   014_48755_trajF.xyz          37      1
        54   014_48755_trajF.xyz          38      1
        55   014_48755_trajF.xyz          39      1
        56   014_48755_trajF.xyz          40      1
        57   014_48755_trajF.xyz          41      1
        58   014_48755_trajF.xyz          42      1
        59   014_48755_trajF.xyz          43      1
