# Cycle: 95, status: ACC
#     Step              Filename       index    vel
         0     006_101_trajB.xyz          23     -1
         1     006_101_trajB.xyz          22     -1
         2     006_101_trajB.xyz          21     -1
         3     006_101_trajB.xyz          20     -1
         4     006_101_trajB.xyz          19     -1
         5     006_101_trajB.xyz          18     -1
         6     006_101_trajB.xyz          17     -1
         7     006_101_trajB.xyz          16     -1
         8     006_101_trajB.xyz          15     -1
         9     006_101_trajB.xyz          14     -1
        10     006_101_trajB.xyz          13     -1
        11     006_101_trajB.xyz          12     -1
        12     006_101_trajB.xyz          11     -1
        13     006_101_trajB.xyz          10     -1
        14     006_101_trajB.xyz           9     -1
        15     006_101_trajB.xyz           8     -1
        16     006_101_trajB.xyz           7     -1
        17     006_101_trajB.xyz           6     -1
        18     006_101_trajB.xyz           5     -1
        19     006_101_trajB.xyz           4     -1
        20     006_101_trajB.xyz           3     -1
        21     006_101_trajB.xyz           2     -1
        22     006_101_trajB.xyz           1     -1
        23     006_101_trajB.xyz           0     -1
        24      006_99_trajB.xyz          39     -1
        25      006_99_trajB.xyz          38     -1
        26      006_99_trajB.xyz          37     -1
        27      006_99_trajB.xyz          36     -1
        28      006_99_trajB.xyz          35     -1
        29      006_99_trajB.xyz          34     -1
        30      006_99_trajB.xyz          33     -1
        31      006_99_trajB.xyz          32     -1
        32      006_99_trajB.xyz          31     -1
        33      006_99_trajB.xyz          30     -1
        34      006_99_trajB.xyz          29     -1
        35      006_99_trajB.xyz          28     -1
        36      006_99_trajB.xyz          27     -1
        37      006_99_trajB.xyz          26     -1
        38      006_99_trajB.xyz          25     -1
        39      006_99_trajB.xyz          24     -1
        40      006_99_trajB.xyz          23     -1
        41      006_99_trajB.xyz          22     -1
        42      006_99_trajB.xyz          21     -1
        43      006_99_trajB.xyz          20     -1
        44      006_99_trajB.xyz          19     -1
        45      006_99_trajB.xyz          18     -1
        46      006_99_trajB.xyz          17     -1
        47      006_99_trajB.xyz          16     -1
        48      006_99_trajB.xyz          15     -1
        49      006_99_trajB.xyz          14     -1
        50      006_99_trajB.xyz          13     -1
        51      006_99_trajB.xyz          12     -1
        52      006_99_trajB.xyz          11     -1
        53      006_99_trajB.xyz          10     -1
        54      006_99_trajB.xyz           9     -1
        55      006_99_trajB.xyz           8     -1
        56      006_99_trajB.xyz           7     -1
        57      006_99_trajB.xyz           6     -1
        58      006_99_trajB.xyz           5     -1
        59      006_99_trajB.xyz           4     -1
        60      006_99_trajB.xyz           3     -1
        61      006_99_trajB.xyz           2     -1
        62      006_99_trajB.xyz           1     -1
        63      006_99_trajB.xyz           0     -1
        64     006_100_trajF.xyz           1      1
        65     006_100_trajF.xyz           2      1
        66     006_100_trajF.xyz           3      1
        67     006_100_trajF.xyz           4      1
        68     006_100_trajF.xyz           5      1
        69     006_100_trajF.xyz           6      1
        70     006_100_trajF.xyz           7      1
        71     006_100_trajF.xyz           8      1
        72     006_100_trajF.xyz           9      1
        73     006_100_trajF.xyz          10      1
        74     006_100_trajF.xyz          11      1
        75     006_100_trajF.xyz          12      1
        76     006_100_trajF.xyz          13      1
        77     006_100_trajF.xyz          14      1
        78     006_100_trajF.xyz          15      1
        79     006_100_trajF.xyz          16      1
        80     006_100_trajF.xyz          17      1
        81     006_100_trajF.xyz          18      1
        82     006_100_trajF.xyz          19      1
