# Cycle: 199990, status: ACC
#     Step              Filename       index    vel
         0   013_48802_trajB.xyz          14     -1
         1   013_48802_trajB.xyz          13     -1
         2   013_48802_trajB.xyz          12     -1
         3   013_48802_trajB.xyz          11     -1
         4   013_48802_trajB.xyz          10     -1
         5   013_48802_trajB.xyz           9     -1
         6   013_48802_trajB.xyz           8     -1
         7   013_48802_trajB.xyz           7     -1
         8   013_48802_trajB.xyz           6     -1
         9   013_48802_trajB.xyz           5     -1
        10   013_48802_trajB.xyz           4     -1
        11   013_48802_trajB.xyz           3     -1
        12   013_48802_trajB.xyz           2     -1
        13   013_48802_trajB.xyz           1     -1
        14   013_48802_trajB.xyz           0     -1
        15   013_48803_trajF.xyz           1      1
        16   013_48803_trajF.xyz           2      1
        17   013_48803_trajF.xyz           3      1
        18   013_48803_trajF.xyz           4      1
        19   013_48803_trajF.xyz           5      1
        20   013_48803_trajF.xyz           6      1
        21   013_48803_trajF.xyz           7      1
        22   013_48803_trajF.xyz           8      1
        23   013_48803_trajF.xyz           9      1
        24   013_48803_trajF.xyz          10      1
        25   013_48803_trajF.xyz          11      1
        26   013_48803_trajF.xyz          12      1
        27   013_48803_trajF.xyz          13      1
        28   013_48803_trajF.xyz          14      1
        29   013_48803_trajF.xyz          15      1
        30   013_48803_trajF.xyz          16      1
