# Cycle: 95, status: ACC
#     Step              Filename       index    vel
         0     006_101_trajB.trr          23     -1
         1     006_101_trajB.trr          22     -1
         2     006_101_trajB.trr          21     -1
         3     006_101_trajB.trr          20     -1
         4     006_101_trajB.trr          19     -1
         5     006_101_trajB.trr          18     -1
         6     006_101_trajB.trr          17     -1
         7     006_101_trajB.trr          16     -1
         8     006_101_trajB.trr          15     -1
         9     006_101_trajB.trr          14     -1
        10     006_101_trajB.trr          13     -1
        11     006_101_trajB.trr          12     -1
        12     006_101_trajB.trr          11     -1
        13     006_101_trajB.trr          10     -1
        14     006_101_trajB.trr           9     -1
        15     006_101_trajB.trr           8     -1
        16     006_101_trajB.trr           7     -1
        17     006_101_trajB.trr           6     -1
        18     006_101_trajB.trr           5     -1
        19     006_101_trajB.trr           4     -1
        20     006_101_trajB.trr           3     -1
        21     006_101_trajB.trr           2     -1
        22     006_101_trajB.trr           1     -1
        23     006_101_trajB.trr           0     -1
        24      006_99_trajB.trr          39     -1
        25      006_99_trajB.trr          38     -1
        26      006_99_trajB.trr          37     -1
        27      006_99_trajB.trr          36     -1
        28      006_99_trajB.trr          35     -1
        29      006_99_trajB.trr          34     -1
        30      006_99_trajB.trr          33     -1
        31      006_99_trajB.trr          32     -1
        32      006_99_trajB.trr          31     -1
        33      006_99_trajB.trr          30     -1
        34      006_99_trajB.trr          29     -1
        35      006_99_trajB.trr          28     -1
        36      006_99_trajB.trr          27     -1
        37      006_99_trajB.trr          26     -1
        38      006_99_trajB.trr          25     -1
        39      006_99_trajB.trr          24     -1
        40      006_99_trajB.trr          23     -1
        41      006_99_trajB.trr          22     -1
        42      006_99_trajB.trr          21     -1
        43      006_99_trajB.trr          20     -1
        44      006_99_trajB.trr          19     -1
        45      006_99_trajB.trr          18     -1
        46      006_99_trajB.trr          17     -1
        47      006_99_trajB.trr          16     -1
        48      006_99_trajB.trr          15     -1
        49      006_99_trajB.trr          14     -1
        50      006_99_trajB.trr          13     -1
        51      006_99_trajB.trr          12     -1
        52      006_99_trajB.trr          11     -1
        53      006_99_trajB.trr          10     -1
        54      006_99_trajB.trr           9     -1
        55      006_99_trajB.trr           8     -1
        56      006_99_trajB.trr           7     -1
        57      006_99_trajB.trr           6     -1
        58      006_99_trajB.trr           5     -1
        59      006_99_trajB.trr           4     -1
        60      006_99_trajB.trr           3     -1
        61      006_99_trajB.trr           2     -1
        62      006_99_trajB.trr           1     -1
        63      006_99_trajB.trr           0     -1
        64     006_100_trajF.trr           1      1
        65     006_100_trajF.trr           2      1
        66     006_100_trajF.trr           3      1
        67     006_100_trajF.trr           4      1
        68     006_100_trajF.trr           5      1
        69     006_100_trajF.trr           6      1
        70     006_100_trajF.trr           7      1
        71     006_100_trajF.trr           8      1
        72     006_100_trajF.trr           9      1
        73     006_100_trajF.trr          10      1
        74     006_100_trajF.trr          11      1
        75     006_100_trajF.trr          12      1
        76     006_100_trajF.trr          13      1
        77     006_100_trajF.trr          14      1
        78     006_100_trajF.trr          15      1
        79     006_100_trajF.trr          16      1
        80     006_100_trajF.trr          17      1
        81     006_100_trajF.trr          18      1
        82     006_100_trajF.trr          19      1
        83     006_100_trajF.trr          20      1
        84     006_100_trajF.trr          21      1
        85     006_100_trajF.trr          22      1
        86     006_100_trajF.trr          23      1
        87     006_100_trajF.trr          24      1
        88     006_100_trajF.trr          25      1
        89     006_100_trajF.trr          26      1
        90     006_100_trajF.trr          27      1
        91     006_100_trajF.trr          28      1
        92     006_100_trajF.trr          29      1
        93     006_100_trajF.trr          30      1
        94     006_100_trajF.trr          31      1
        95     006_100_trajF.trr          32      1
        96     006_100_trajF.trr          33      1
        97     006_100_trajF.trr          34      1
        98     006_100_trajF.trr          35      1
        99     006_100_trajF.trr          36      1
       100     006_100_trajF.trr          37      1
       101     006_100_trajF.trr          38      1
