# Cycle: 199989, status: ACC
#     Step              Filename       index    vel
         0   002_48837_trajB.xyz          29     -1
         1   002_48837_trajB.xyz          28     -1
         2   002_48837_trajB.xyz          27     -1
         3   002_48837_trajB.xyz          26     -1
         4   002_48837_trajB.xyz          25     -1
         5   002_48837_trajB.xyz          24     -1
         6   002_48837_trajB.xyz          23     -1
         7   002_48837_trajB.xyz          22     -1
         8   002_48837_trajB.xyz          21     -1
         9   002_48837_trajB.xyz          20     -1
        10   002_48837_trajB.xyz          19     -1
        11   002_48837_trajB.xyz          18     -1
        12   002_48837_trajB.xyz          17     -1
        13   002_48837_trajB.xyz          16     -1
        14   002_48837_trajB.xyz          15     -1
        15   002_48837_trajB.xyz          14     -1
        16   002_48837_trajB.xyz          13     -1
        17   002_48837_trajB.xyz          12     -1
        18   002_48837_trajB.xyz          11     -1
        19   002_48837_trajB.xyz          10     -1
        20   002_48837_trajB.xyz           9     -1
        21   002_48837_trajB.xyz           8     -1
        22   002_48837_trajB.xyz           7     -1
        23   002_48837_trajB.xyz           6     -1
        24   002_48837_trajB.xyz           5     -1
        25   002_48837_trajB.xyz           4     -1
        26   002_48837_trajB.xyz           3     -1
        27   002_48837_trajB.xyz           2     -1
        28   002_48837_trajB.xyz           1     -1
        29   002_48837_trajB.xyz           0     -1
        30   002_48838_trajF.xyz           1      1
        31   002_48838_trajF.xyz           2      1
        32   002_48838_trajF.xyz           3      1
        33   002_48838_trajF.xyz           4      1
        34   002_48838_trajF.xyz           5      1
        35   002_48838_trajF.xyz           6      1
        36   002_48838_trajF.xyz           7      1
        37   002_48838_trajF.xyz           8      1
        38   002_48838_trajF.xyz           9      1
        39   002_48838_trajF.xyz          10      1
        40   002_48838_trajF.xyz          11      1
        41   002_48838_trajF.xyz          12      1
        42   002_48838_trajF.xyz          13      1
        43   002_48838_trajF.xyz          14      1
        44   002_48838_trajF.xyz          15      1
        45   002_48838_trajF.xyz          16      1
        46   002_48838_trajF.xyz          17      1
        47   002_48838_trajF.xyz          18      1
        48   002_48838_trajF.xyz          19      1
        49   002_48838_trajF.xyz          20      1
        50   002_48838_trajF.xyz          21      1
        51   002_48838_trajF.xyz          22      1
