# Cycle: 49, status: ACC, move: ('wf', 9000, 3, 19)
#     Time       Orderp
         0     0.333264
         1     0.345011
         2     0.356143
         3     0.365915
         4     0.374136
         5     0.380755
         6     0.385969
         7     0.389755
         8     0.392194
         9     0.393412
        10     0.393339
        11     0.391971
        12     0.389170
        13     0.384935
        14     0.379361
        15     0.372370
        16     0.363859
        17     0.354098
        18     0.343188
