# Cycle: 199968, status: ACC, move: ('sh', -0.348883404, 6, 43)
#     Time       Orderp
         0    -0.405816
         1    -0.394069
         2    -0.384246
         3    -0.375345
         4    -0.366998
         5    -0.358853
         6    -0.351468
         7    -0.344435
         8    -0.338094
         9    -0.332243
        10    -0.327715
        11    -0.323965
        12    -0.321091
        13    -0.317807
        14    -0.314427
        15    -0.310759
        16    -0.306610
        17    -0.302656
        18    -0.298845
        19    -0.295811
        20    -0.293458
        21    -0.292491
        22    -0.292447
        23    -0.292435
        24    -0.292316
        25    -0.292662
        26    -0.293893
        27    -0.294820
        28    -0.294350
        29    -0.293392
        30    -0.292439
        31    -0.291956
        32    -0.291638
        33    -0.293087
        34    -0.294922
        35    -0.297344
        36    -0.301176
        37    -0.306321
        38    -0.311742
        39    -0.317220
        40    -0.323829
        41    -0.331731
        42    -0.339897
        43    -0.348883
        44    -0.359302
        45    -0.370821
        46    -0.383187
        47    -0.396194
        48    -0.409895
