# Cycle: 199993, status: ACC, move: ('sh', -0.576697412, 26, 19)
#     Time       Orderp
         0    -0.712069
         1    -0.695870
         2    -0.681195
         3    -0.668581
         4    -0.656185
         5    -0.644300
         6    -0.632830
         7    -0.621477
         8    -0.610298
         9    -0.600085
        10    -0.590386
        11    -0.582447
        12    -0.575999
        13    -0.571318
        14    -0.568412
        15    -0.566764
        16    -0.566841
        17    -0.569131
        18    -0.572607
        19    -0.576697
        20    -0.581662
        21    -0.587251
        22    -0.593426
        23    -0.600640
        24    -0.608122
        25    -0.616369
        26    -0.625918
        27    -0.635619
        28    -0.646300
        29    -0.658326
        30    -0.670163
        31    -0.683606
        32    -0.697884
        33    -0.712586
