# Cycle: 48, status: ACC, move: None
#     Time       Orderp
         0     0.341104
         1     0.345707
         2     0.349679
         3     0.352560
         4     0.354316
         5     0.354901
         6     0.354239
         7     0.352479
         8     0.349630
         9     0.345805
        10     0.341291
