# Cycle: 2173, status: ACC, move: ('sh', -0.5894889054489535, 3, 5)
#     Time      Potential        Kinetic
         0       7.759657      15.355608
         1       2.944145      20.123968
         2       7.758717      15.313080
         3      10.186749      12.883892
         4       8.167813      14.898734
         5       9.798929      13.281789
         6       2.989598      20.101074
         7      10.111433      13.054162
