# Cycle: 199959, status: ACC
#     Step              Filename       index    vel
         0   012_48823_trajB.xyz          25     -1
         1   012_48823_trajB.xyz          24     -1
         2   012_48823_trajB.xyz          23     -1
         3   012_48823_trajB.xyz          22     -1
         4   012_48823_trajB.xyz          21     -1
         5   012_48823_trajB.xyz          20     -1
         6   012_48823_trajB.xyz          19     -1
         7   012_48823_trajB.xyz          18     -1
         8   012_48823_trajB.xyz          17     -1
         9   012_48823_trajB.xyz          16     -1
        10   012_48823_trajB.xyz          15     -1
        11   012_48823_trajB.xyz          14     -1
        12   012_48823_trajB.xyz          13     -1
        13   012_48823_trajB.xyz          12     -1
        14   012_48823_trajB.xyz          11     -1
        15   012_48823_trajB.xyz          10     -1
        16   012_48823_trajB.xyz           9     -1
        17   012_48823_trajB.xyz           8     -1
        18   012_48823_trajB.xyz           7     -1
        19   012_48823_trajB.xyz           6     -1
        20   012_48823_trajB.xyz           5     -1
        21   012_48823_trajB.xyz           4     -1
        22   012_48823_trajB.xyz           3     -1
        23   012_48823_trajB.xyz           2     -1
        24   012_48823_trajB.xyz           1     -1
        25   012_48823_trajB.xyz           0     -1
        26   012_48824_trajF.xyz           1      1
        27   012_48824_trajF.xyz           2      1
        28   012_48824_trajF.xyz           3      1
        29   012_48824_trajF.xyz           4      1
        30   012_48824_trajF.xyz           5      1
        31   012_48824_trajF.xyz           6      1
        32   012_48824_trajF.xyz           7      1
        33   012_48824_trajF.xyz           8      1
        34   012_48824_trajF.xyz           9      1
        35   012_48824_trajF.xyz          10      1
        36   012_48824_trajF.xyz          11      1
        37   012_48824_trajF.xyz          12      1
