# Cycle: 2075, status: ACC, move: None
#     Time      Potential        Kinetic
         0       7.721996      10.831892
         1       8.422952       9.824282
         2      10.424133       7.865816
         3      12.623625       5.681039
         4      11.232523       7.057659
         5      10.238317       8.035828
         6       8.523472       9.708293
         7       3.582158      14.562823
