# Cycle: 199978, status: ACC
#     Step              Filename       index    vel
         0   005_48787_trajB.xyz          25     -1
         1   005_48787_trajB.xyz          24     -1
         2   005_48787_trajB.xyz          23     -1
         3   005_48787_trajB.xyz          22     -1
         4   005_48787_trajB.xyz          21     -1
         5   005_48787_trajB.xyz          20     -1
         6   005_48787_trajB.xyz          19     -1
         7   005_48787_trajB.xyz          18     -1
         8   005_48787_trajB.xyz          17     -1
         9   005_48787_trajB.xyz          16     -1
        10   005_48787_trajB.xyz          15     -1
        11   005_48787_trajB.xyz          14     -1
        12   005_48787_trajB.xyz          13     -1
        13   005_48787_trajB.xyz          12     -1
        14   005_48787_trajB.xyz          11     -1
        15   005_48787_trajB.xyz          10     -1
        16   005_48787_trajB.xyz           9     -1
        17   005_48787_trajB.xyz           8     -1
        18   005_48787_trajB.xyz           7     -1
        19   005_48787_trajB.xyz           6     -1
        20   005_48787_trajB.xyz           5     -1
        21   005_48787_trajB.xyz           4     -1
        22   005_48787_trajB.xyz           3     -1
        23   005_48787_trajB.xyz           2     -1
        24   005_48787_trajB.xyz           1     -1
        25   005_48787_trajB.xyz           0     -1
        26   005_48788_trajF.xyz           1      1
        27   005_48788_trajF.xyz           2      1
        28   005_48788_trajF.xyz           3      1
        29   005_48788_trajF.xyz           4      1
        30   005_48788_trajF.xyz           5      1
        31   005_48788_trajF.xyz           6      1
        32   005_48788_trajF.xyz           7      1
        33   005_48788_trajF.xyz           8      1
        34   005_48788_trajF.xyz           9      1
        35   005_48788_trajF.xyz          10      1
        36   005_48788_trajF.xyz          11      1
        37   005_48788_trajF.xyz          12      1
