# Cycle: 30, status: ACC
#     Step              Filename       index    vel
         0     005_202_trajB.xyz           5     -1
         1     005_202_trajB.xyz           4     -1
         2     005_202_trajB.xyz           3     -1
         3     005_202_trajB.xyz           2     -1
         4     005_202_trajB.xyz           1     -1
         5     005_202_trajB.xyz           0     -1
         6     005_200_trajB.xyz          15     -1
         7     005_200_trajB.xyz          14     -1
         8     005_200_trajB.xyz          13     -1
         9     005_200_trajB.xyz          12     -1
        10     005_200_trajB.xyz          11     -1
        11     005_200_trajB.xyz          10     -1
        12     005_200_trajB.xyz           9     -1
        13     005_200_trajB.xyz           8     -1
        14     005_200_trajB.xyz           7     -1
        15     005_200_trajB.xyz           6     -1
        16     005_200_trajB.xyz           5     -1
        17     005_200_trajB.xyz           4     -1
        18     005_200_trajB.xyz           3     -1
        19     005_200_trajB.xyz           2     -1
        20     005_200_trajB.xyz           1     -1
        21     005_200_trajB.xyz           0     -1
        22     005_201_trajF.xyz           1      1
        23     005_201_trajF.xyz           2      1
        24     005_201_trajF.xyz           3      1
        25     005_201_trajF.xyz           4      1
        26     005_201_trajF.xyz           5      1
        27     005_201_trajF.xyz           6      1
        28     005_203_trajF.xyz           0      1
        29     005_203_trajF.xyz           1      1
        30     005_203_trajF.xyz           2      1
        31     005_203_trajF.xyz           3      1
        32     005_203_trajF.xyz           4      1
        33     005_203_trajF.xyz           5      1
