# Cycle: 2075, status: ACC
#     Step              Filename       index    vel
         0       second_last.gro           0      1
         1     001_566_trajF.trr           0      1
         2     001_566_trajF.trr           1      1
         3     001_566_trajF.trr           2      1
         4     001_566_trajF.trr           3      1
         5     001_566_trajF.trr           4      1
         6     001_566_trajF.trr           5      1
         7     001_566_trajF.trr           6      1
