# Cycle: 34888, status: ACC, move: ('sh', -0.8357532470733164, 3, 2)
#     Time      Potential        Kinetic
         0       0.007068       0.008284
         1       0.004722       0.010620
         2       0.003615       0.011706
         3       0.008925       0.006415
         4       0.002070       0.013210
         5       0.008284       0.007034
         6       0.004277       0.011027
         7       0.005171       0.010162
